641,Monument Valley,하... 최고다 우선.. 제작자들의 표현력에 감탄ㅠㅠ 단지 게임일 뿐이지만 이런 감동을 선사할 줄은 상상도 못했는데 정말 재미있네요.. 돈 아깝다는 생각은 아예 들지도 않고~ 오히려 부록까지 사서 플레이할 정도로 재밌습니다ㅎㅎ더 좋은 게임 많이 만들어주셨으면 해요!!
642,Monument Valley,아아아아 만드신 분들 정말 공간지각 능력이 최고입니다. 최고의 게임이에요. 그런데 두 시간 만에 모든 챕터를 다 깼어요 후 더 만들어 주세요 오 오~
643,Monument Valley,"게임을 구매하는 걸 아까워하지 마세요. 게임이 마치 한 작품 같아서 좋아요. 오히려 게임에 비해 적은 돈을 낸 건 아닌가 싶네요. 게임해보니 돈 아깝다 환불해달라는 분은 뭔가요? 레스토랑에서 식사 다 끝내고 맛이 별로니 환불해달라는 거랑 뭐가 다른가 싶네요. 게임 비용은 개발자분이 더 좋은 작품을 낼 수 있도록 돕는 하나의 투자금이라고 생각합니다. 게임은 하루아침에 만들어지지도 않고, 개발자분은 게이머를 위한 무료봉사 인도 아니에요. 구매하셨으면 아무래도 어느 정도 개인 판단이 가능한 나이라고 생각합니다. 게임업계의 발전을 위해 나이에 맞는 더 성숙한 게이머 의식을 가지셨으면 합니다."
644,Monument Valley,순수하게... 재미있습니다 제가 미국에서 이걸 깔았어요. 그런데 제 동생이랑 계속 이거 깔고 폰만 들여다보고 있네요 ㅎㅎ 마치 힐링 게임하는 것 같아요 재미있네요 마음 같아서는 별 100개도 주고 싶습니다. 앞으로도 이런 게임 많이 만들어 주세요.
645,Monument Valley, 처음엔 돈 아까워서 다운 못했다가 아이다의 꿈 때문에 큰맘 먹고 했는데 최고인 듯!! 다른 게임에 현질하려고 남긴 돈 여기서 쓴다... 근데 돈이 전혀 안 아까움. 진짜 나는 이런 게임 못 만든다
646,Monument Valley, 돈 내고할만한 가치가 있는 최고의 게임!! 게임 자체가 너무 예쁘고 아름답다. 좀 짧은 게 살짝 아쉽긴 하지만 너무 재미있고 그냥 게임이 예쁘다. 망설이시는 분들 꼭 돈 내고라도 하세요!!
647,Monument Valley," 무료로 풀렸네요! 구입했던 유저이지만, 더 많은 사람들이 즐길 수 있게 돼서 기쁘네요. 더 많은 사랑 받으시겠네요 ㅎㅎ 앞으로도 꾸준한 개발 부탁드립니다!"
648,Monument Valley,잘 들어 개발자들아 너희들한테 부족한 건 코딩 능력과 모방 능력이 아니라 기획과 창조성이야 그리고 그래픽 구현할 시간에 디자인이나 생각해봐라 이 게임 보면서 많이 느끼고 생각해야 할 거다  이런 앱은 4천 원이 안 아깝다
649,Monument Valley, 좋은데요..ㅠㅠ제가 예전에 제돈 써서 아이다의 꿈 샀는데.. 갑자기 무료로 됐다니까.. 그래도 게임은 재미있고 착 시련상을 이용한 게임이라 머리도 굴리고 좋아요!^^
650,Monument Valley, 이런 콘텐츠라면 투자할 가치가 있습니다. 그런데 왜 2탄은 구글 플레이 출시가 늦어지는 걸까요.. 빨리 구입할 수 있게 해주세요 빨리요
651,Monument Valley,위험할 정도로 재미있는 게임 이렇게 몽환적이고 멋진 그래픽을 가진 게임은 처음 봤습니다. 이 게임은 별점을 99999999999999개 줘도 모자랍니다. 💖(착시현상 완전 최고!)
652,Monument Valley,좋아요 근데 부록에 야상곡 진짜 어떻게 깨죠? ㅠ 3개까지 찾고 마지막  서쪽 그니까 물속에 잠겨 잇는 애 어떻게 꺼내는지 모르겠어요 메일로 알려주시면 안 되나요
653,Monument Valley,하는 내내 '잘 만들었다'라는 생각이 들더라 이걸 어떻게 이렇게 만들었을까라는 생각이 매 스테이지마다 든다. 이 게임을 만들어 주신 제작자분들께 감사드린다.
654,Monument Valley, 처음에는 좀 가격이.... 그랬지만 지금은 그 많은 돈이 아깝지 않군요. 솔직히 무명 게임이라 저도 누나한테서 듣고 처음 안 건데... 누나가 추천하는 게인 다 재밌기  때문에 망설이지 않고 결제했죠. 정말 최고의 게임입니다.
655,Monument Valley,"플레이 타임 3시간(확팩 포함) 하나 가격이 아깝지 않은 건 너무 당연하고, 지금껏 해봤던 모바일 게임 중 단연 최고라고 할 수 있다. 왜 조작하기도 힘든 모바일 마인크래프트 따위가 1위에 있는지 의아할 따름."
656,Monument Valley,너무 재미남 우와 공간지능과 사고력이 향상돼요   돈 질러도 후회되지 않는 게임입니다.   2탄 출시도 기대하겠습니다
657,Monument Valley,게임 정말 재미있습니다 정말 재미도 있고 신선하기도 한데 너무 난이도가 쉬운 것 같고... 업데이트도 좀 느린 것 같네요... 더 빨리 많이 만들어주셨으면 정말 감사할 것 같습니다^^
658,Monument Valley, 퍼즐과 몽환적인 분위기 좋아하시는 분들 꼭 사세요. 후회하지 않을 겁니다. 스테이지 수가 짧다는 분들이 많은데 그만큼 진한 여운이 남으니 고민하지 마세요!
659,Monument Valley,다 하고 환불해달라는 애들은 무슨 심보냐 식당에서 밥 다 처먹고 맛없었다며 돈 안 낸다고 할애들ㅋㅋ게임도 상품이다 양심 좀 있어라
660,Monument Valley," 색감도, 조작도 신기한 게임. '착시'라는 요소를 잘 이용했고, 막히는 부분도 거의 없이 재밌게 풀어나갈 수 있는 퍼즐게임이었습니다.   모바일 게임으론 4000원대의 가격이 부담스러운 가격일 수 있고, 플레이 타임도 1~2시간으로 길진 않지만, 딱히 도드라지는 단점이 없는 게임이었습니다.   아쉬운 건 '아이다'의 스토리를 알아야 이해하기 쉬울 것 같다는 것 정도."
661,Monument Valley, 얼추 2~3시간 하면 다 깸. 좀 짧긴 짧지만 그림 퍼즐 아름다운 거 샀다고 생각하면 괜춘. 하지만 게임 이름은 골렘의 수난시대로 바꿔야 함.. 골렘쯩...ㅠㅠㅠ
662,Monument Valley,좀 빨리 깨지네요ㅎㅎ 다른 건 완벽한데 스테이지가 그냥 한두 시간만 하면 끝까지 다 되네요
663,Monument Valley, 안드에는 모뉴 2 언제 뜨나요?!!! 빨리하고 싶어요ㅠㅠㅠ 정말 재미있고 돈이 하나도 아깝지 않아요 반나절도 안 걸리니까 가끔 잊을만하면 또 하게 돼요.
664,Monument Valley,시즌 2도 시즌 2도 나왔으면 좋겠어요ᅮᅮ 다 깨고 나니까 다시 해도 쉽게 깨버리니까 시즌 2가 나오면 바로 할 텐데 너무 아쉽네요.. 그래도 엄청 재밌어요 짱짱 그냥 이뻐요 굿
665,Monument Valley, 게임 콘텐츠의 한 획을 그은 멋진 작품입니다. 이만하면 소장 가치 있고 플레이함에 어떤 문제도 없었을 텐데 이러한 장르에 대해 인정하지 않는 사람들이 보여 안타깝네요. 다른 것을 기대했을 때 아쉬움이 남는 것은 이해하지만 이 게임 자체에 대한 평가를 박하게 볼 이유는 전혀 없다고 봅니다.
666,Monument Valley, 모뉴먼트 밸리 2 나왔다던데ㅠ 안드로이드에는 없나요...???? 빨리 플레이하고 싶어요 사천 원은커녕 만 원이어도 아깝지 않은 인생게임이었어요.... 아직도 용량 부족해도 못지 우고 있어요...
667,Monument Valley, 스토리와 디자인이 예뻤습니다. 배경음악도 너무 예뻤습니다. 꼭 저의 지인들에게 소개해주고 싶네요 :) 다만 스테이지가 너무 적었어요 .. 업데이트 부탁드립니다
668,Monument Valley, 가격에 비해 볼륨이 작은 건 사실. 그렇지만 게임 자체는 정말 완성도 높고 잘 만들었다 약간의 스토리가 가미된다면 더 좋을 듯
669,Monument Valley,이 게임은 재밌는 건 둘째치고 참 신기한 점이 많다 순위 올라와서 오?? 뭐.. 업데이트됐나? 해도 아무것도 없고 어떻게 계속 상위권이지
670,Monument Valley,오랜만에 취향 저격의 게임을 만났습니다. 플레이 타임은 짧았지만 특유의 감성에 매료되었어요. 몽환적인 색감은 감동적이기까지 했습니다. 모뉴먼트 밸리만의 신선한 퍼즐들은 즐거웠지만 레벨 디자인은 조금 아쉬운 부분이네요.
671,Monument Valley,이게 다야? 스토리나 진행상 짧게 끝난 챕터는 이해하는데..커스텁 맵이나 그런 시스템 추가해도 나쁘지 않을 듯
672,Monument Valley, 이 게임에 7천 원?  맞나 모르겠네 추가 맵까지 합치면 더 들듯 업데이트 계속할 줄 알고 샀건만 맵 3개 만들고 끝이에요?  게임은 좋아요. 근데 구성비 10프로도 안 될 거 같은데 아닌가...
673,Monument Valley, 게임의 작품성과 예술성 모두 뛰어나다. 스토리가 짧은 게 아쉽지만 부록까지 합쳐서 6500원 정도의 돈은 전혀 아깝지 않았다.
674,Monument Valley,최고 배경음악도 좋고..... 게임도 신비롭고 몽환적이며 아름답고...  정말 꼭 해봐야 합니다. 맵을 좀 더 올려주셨으면 더 좋겠지요..
675,Monument Valley," 그림뿐 아니라 배경음, 선택했을 때의 효과음, 폭포 소리 등의 환경은 이 한데 어우러져서 차분하게 즐길 수 있는 게임입니다.  빙글빙글 돌리다 보면 가끔 멀미할 때도 있지만 즐겁게 플레이했어요! 후속작이 있다면 바로 해보고 싶네요"
676,Monument Valley, 정말 정말 감사합니다... 진심으로 재미있는 게임... 처음으로 현질해서 산 건데... 와... 돈이 아깝지 않아요.. 정말 재밌고 단계가 짧은 건 아쉽지만 진짜 진짜 재미있고 끝내면 내가 똑똑해지는 기분ㅎㅎ 너무 재밌어요... 사랑해요..ㅠㅠㅠ♡ 이거 때문에 아까운 내 용량도 개의치 않고 깔았다고요ᅲᅲ 평생 갖고 고이고 이 모셔둘 거야ᅲᅲᅲ 너무 재밌어ㅠㅠㅠㅠㅠㅠ 귀여운 아이다... 사랑해..ㅠㅠ
677,Monument Valley,최고 이거 확장판까지 샀는데 정말 재미있네요. 산 게 아깝지 않은 게임이네요 ㅎㅎㅎ
678,Monument Valley,대박 이거 이 게임 너무 재밌어요. 근데 단점은 챕터가 10까지네요. 좀 늘려주셨으면 합니다.
679,Monument Valley,양심이 찔렸어요. 불법으로 다운로드했다가 너무 대작인지라 양심에 찔려 지우고 결제해서 다시 깔았어요. 이 게임은 그만한 가치가 있습니다.
680,Monument Valley, 일단 퀄리티 면에서는 모바일 게임의 최강인 것 같습니다. 스토리도 있고 정말 좋습니다. 한 가지 단점이 있다면 스토리가 너무 짧은 것입니다.
681,Monument Valley, 이거 정말 멋진 게임이네요. 이런 게임 정말 좋아요~ 게임이랑 음악도 잔잔하고 예쁘지만 배경 줄거리도 여운을 남기네요. 스테이지 전부 끝날 때까지 손을 못 뗐어요.ㅋㅋㅋㅋㅋ '감성적이다'라는 말이 어울리는 게임입니다.
682,Monument Valley,이런 게임을 환불해달라는 무개념은 뭐임? 너희들은 이런 게임 만드는데 400만 원 준다 해도 못 만들 것들이 명작을 플레이해놓고 할 말이 그것밖에 없냐?
683,Monument Valley,재미있어요! 사촌 언니 폰에 있어서 해보았는데 신기해서 다 원했어요.
684,Monument Valley, 저의 인생게임입니다 스토리 소리 색감 디자인 모두 좋아요 다만 맵이 이렇게 적은 줄 알았다면 인터넷 찾아가면서 하지 않았을 텐데라는 아쉬움이 조금 드네요ᅮᅮ 맵이 좀 더 추가됐으면 좋겠습니다!
685,Monument Valley, 약간 짧긴 하지만 돈이 아깝지 않습니다. 다를 게 없는 기타 무료 게임들에 비할 수준이 아닙니다. 빨리 후속작이 나왔으면 싶네요... ㅠ
686,Monument Valley,결제가 아깝지 않은 제 취향의 게임 ㅋ 몇 번을 재탕해도 재밌어요 음악과 분위기가 너무 좋아요 많이 어렵지도 않고요
687,Monument Valley,정말 재밌어요 산지 하루 만에 인앱 구매까지 해서 다 깼어요 진짜 너무 재밌네요... 빨리 다른 맵도 나왔으면 좋겠어요
688,Monument Valley,그냥 최고 진짜 착시현상으로 게임 클리어해나가는 게 이건 다시 해도 질리지가 않는다 개발자한테 노벨상 줘야 해
689,Monument Valley,너무 좋아요!!! 내부에 하나 더 결제하는 게 있는데 그거까지 열어서 하니까 맵이 많네요~ 다들 맵 적다고 하시는데 저는 이 가격에 이 정도 퀄리티라면 아깝지 않던데요. 다음 편도 만들어주세요~~♡
690,Monument Valley,솔직히 영화 보고 그러는 데도 저 가격은 나가지 않나요. 영화도 끽해야 2시간이고 이것도 플레이 타임 1~2시간은 즐길 수 있는 건데 그럼 본전이죠; 양산형 RPG면서 저 가격인 것도 아니고 이 정도 게임성에 그래픽 음향 꿀리는 게 없는데 저런 가격 매길 만하지 않습니까. 만든 사람들도 먹고는 살아야죠.
691,Monument Valley,오ㅘㅏㅏ 천 원이 아깝지 않습니다! 너무나도 재미가 있고 자꾸 생각하게 되는 거 같아요
692,Monument Valley,굿 아이디어 자체가 참신하고 플레이 타임은 꾀 짧지만 그만큼 재미있어서 만족합니다 길고 얇은 것보다 짧고 굵은 게 더 좋을 때도 있죠 물론 스테이지가 추가되면 좋겠지만 구상하려면 힘들겠네요
693,Monument Valley,말이 필요 없다 정말 재미있다 챕터가 좀 짧아서 아쉽지만 그래도 돈 주고 산 게 후회되지가 않네요
694,Monument Valley,맨 마지막에이다 드림에서도 맨 마지막 개 어려워서 이틀 걸림 ㅈ ㅈ
695,Monument Valley,최고다.. 게임 치고는 너무 예술적이고 몽환적이네요.. 스테이지가 다 끝나고 아쉬워서 부록도 구매! 아이다의 꿈도 다 깼네요 하지만 정말 보람 있었네요 ㅎ 꼭 한번 해보시길 추천드립니다! 가치가 있어요!                                                   제발 알..... 유료 콘텐츠라도 좋으니 챕터 더 만들어 주세요!
696,Monument Valley,챕터 더없나요? 저기 미리 보기 사진 중에서 풍차? 저거 없어서 못한 거 같은데.. 다시 해봐야 대나 ㅋㅋ 더 추가됐으면 좋겠어요!
697,Monument Valley,너무 좋아요 근데 칼리아 펜지 뭔지 이거랑 똑같은 거 나와서 베낀 것 같아요.. 이게 훨씬 좋긴 하지만요
698,Monument Valley, 아 1기 너무 좋아요ㅠㅠ 퀄리티도 좋고 1-2시간 동안 하면서 눈 호강도 하고♡ 정말 돈이 아깝지 않은 게임이에요!! 2기 플레이스토어에 나왔으면 좋겠어요 원래 제가 아이폰 유저인데 2기 나온 거 보니까 너무 좋더라고요.. (기프트카드가 없어서 못 살 뿐 사실 아직 학생입니다..) 제작자님 감사합니다😀
699,Monument Valley,"너무 재미있어요♡ 유튜브 보다가 재미있어 보여서 샀는데, 돈이 아깝지 않네요!"
700,Monument Valley, 2 나왔다면서요... 안드로이드에서 언제 출시되는 겁니까 빨리 좀 내주세요 부탁드립니다ㅠㅠ 출시일이라도 알려주세요 혹시 모뉴먼트밸리 2 안드로이드 출시일 아시는 분?
701,Monument Valley,좋아요 감성도 잇고 매력도 있고! 제발 챕터 추가 좀 해주세요ㅠㅠ 100개를 추가해줘도 밤새 할 거 같습니다
702,Monument Valley," 돈이 하나도 안 아까운 게임. 이거 뜬 이후에 비슷한 패턴, 그림의 무료 게임들이 많이 나왔는데 그거 하느니 돈 내고 훨씬 더 좋은 이 게임하는 게 낫다고 생각해요!"
703,Monument Valley,
704,Monument Valley, 와.... 이 가격에 이렇게 좋은 게임을 만나게  될 줄은 몰랐네요. 솔직히 스테이지가 좀 짧아서 아쉬운 감은 없지 않지만  뭐 확장팩까지 살 거라고 생각하고 구매하면 그렇게 비싸지도 않고요 그리고 색감.... 지금 제 폰 배경화면입니다 카메라 버튼 넣은 건 신의 한수였던 듯 퍼즐도 대박이에요! 풀 때마다 무릎을 탁 치게 한 퍼즐... 아주 나이스 뭐 해요? 이거 읽을 시간에 게임이나 사세요
705,Monument Valley, 솔직히 명작이다... 게임 플레이 타임이 짧긴 하지만 좋은 그래픽과 퀄리티는 보장되잇는 게임... 돈 아깝진 않고 소장 용도 좋음
706,Monument Valley,:) 좋긴 한데 정가와 세일 기간 값이 차이가 좀 있다는 게 아깝네요. 얼마 전에 전부 정가로 구매했는데 지금 다른 폰으로 보니 세일 중이더라고요. 타이밍 맞춰서 사면 적어도 3000원은 아낄 것 같은데 뭐 그래도 게임에는 매우 만족했습니다. 플레이 1시간치고 퀄리티도 굉장히 좋았고 풀어나가는 재미도 있더라고요. 아깝긴 하지만 후회하지는 않았습니다. 좋은 게임인 것 같아요 :)
707,Monument Valley,재밌어요 게임 데이터 파일 지우고 몇 번을 해도 재밌어요:) 챕터 추가 구매할 수 있어서 구매해서 다 깼어요!! 이 정도면 충분히 값어치는 한다고 생각합니다:)!!
708,Monument Valley,재밌고 예쁜 그래픽 하지만 짧은 플레이 타임으로 가격은 약간 센 거 같기도.? 쨌든 게임은 정말 잘 만든 게임
709,Monument Valley,엔딩 해석 성공했습니다 아이다가 성물을 왜 훔쳤는지에 대한 언급이 없어서 조금 아쉬운 감이 있지만 언급이 없는 것도 분위기에 맞고 좋은 것 같습니다 저번에 세일할 때 환불했다가 원가에 산 게 조금 후회되네요 스토리 좋고 브금도 좋고 다 좋은데 에피소드가 적은 게 아쉽습니다
710,Monument Valley,진짜 너무 져아요ㅠㅠ 진짜 이거 사고 후회 절대 안 해요ㅠ 근데 힘드실 것 같긴 하지만 챕터 좀 늘려주셨으면 해요 후 진짜 하면서 재밌고 좋은데 하루 만에 끝난달까?ㅠㅠ악플은 아니고 그냥 좀 장을 늘려주시거나 하셔주시면 진짜 감사하겠습니다!
711,Monument Valley," 정말 재미있습니다. 확장판까지 모두 구매해 플레이했지만 맵 하나하나가 독특하고, 몽환적인 느낌이 정말 환상적입니다. 하지만 맵 수가 적다는 게 많이 아쉽네요. 그래도 플레이할 만한 가치가 있습니다. 즐거웠네요."
712,Monument Valley,재밌어요 그래픽이랑 사운드도 너무 예쁘고 이 정도면 챕터 개수도 적당하다고 생각합니다. 재밌게 플레이했어요~ 전혀 아깝지 않네요.
713,Monument Valley,좋아요 4천 원도 안 아까울 정도로 놀랍고 퀄리티가 매우 높은 게임이었습니다 이것보다 더 괜찮은 게임을 못 찾을 거 같네요 만드신 분들의 상상력과 사고력에 감탄하고 갑니다 다만 스테이지가 조금 적어서 아쉽습니다 좀 더 업데이트를 해주시면 돈을 더 내서라도 하고 싶습니다
714,Monument Valley,모뉴먼트 밸리 죽도록 사랑해요. . . 여태껏 이런 게임이 없었는데..ㅠㅠ 4천 원 남짓 한 돈이 정말 아깝지 않았고 추가 결제까지 해서 모든 스테이지를 다 깼습니다. 약 1년이 지난 지금도 아쉬운 감정이 남고 더 플레이 하고 싶어요. 하지만 후속작이 있었다면 이렇게까지 모뉴먼트 밸리를 계속 생각하고 그리워하지 않았을 거라는 생각이 드네요. 계속 이렇게만 남아줬으면 좋겠어요. 제작사의 또 다른 게임이나 후속작이 출시된다면 꼭꼭 결제할게요. 제발 제 청장을 쓸어가주세요. 너무 좋아요. 평생 소장할 거예요. 계속 남아주세요. 사랑해요. 안녕.
715,Monument Valley,"진심 최고 진심 영상, 음악 최고의 게임 근데 아쉬운 건 너무 빨리 끝난다ㅜㅜㅜ 너무너무 재밌는데ㅜㅜ"
716,Monument Valley,양이.ㅠㅠㅠ 몇 달째 기다리는데 빨리 나왔으면 좋겠네요.
717,Monument Valley,
718,Monument Valley, 진짜 재밌습니다 링 강추 근데 모뉴먼트 밸리를 접하지 않으신 분은 모뉴먼트 밸리 2를 먼저 하시는 걸 추천드립니다
719,Monument Valley,하..... 다 깼는데 양이 적네요 저... 4월 이내로 업데이트되길 바라요 ᄒᄒ (돈은 얼마든지 쓸 수 있습니다ㅎㅎ
720,Monument Valley,현기증 난단 말이에요 개발자님 시나리오가 너무 짧아요. 커스텀 맵 만들기 기능 좀 추가해주세요. 현기증 난단 말이에요.
721,Monument Valley, 오 2가 앱스토에는 있더군요. 제작진이 아주 맘먹고만들어서 부족한 부분들을 모두 보완했더군요 1이 재미있으셨던 분들은 꼭 해보시길 바랍니다.
722,Monument Valley,"별 5개보다 더 많은 별점을 주고 싶다 이 게임은 내 생의 최고의 게임인 것 같다. 몽환적인 느낌과 착시효과도 일으키는데, 은근히 스토리도 괜찮다."
723,Monument Valley,"거, 겁나 재미나네 근데 밑에 분들처럼 1시간 만에 끝나서 좀 아쉽네요 게임 하며 힐링도 되고 좋은데 시간이 별로 걸리지 않아 좀 돈이 아깝다는 생각도 드네요 그러니 이런 생각나지 않도록 계속 스테이지 추가를 해 주세요"
724,Monument Valley,흠 스토리 좋고 재밌고 모든 게 다 좋은데 좀 짧네요 하루 안에 다 깼습니다 스토리 양 좀 늘려주시면 감사할듯해요
725,Monument Valley, 스테이지 10개까지만 있는 거 아님... 메뉴가 서 돈 조금만 추가하면 8개 더 있음 어쨌든 이게 꿀 잼
726,Monument Valley,최고의 게임 분위기가 몽환적이고 부드러워서 좋고 플레이 타임은 짧다고들 하지만 그 단점을 다른 장점들이 덮어주는 것 같네요
727,Monument Valley,토템 아이다 행쇼ㅠㅠㅠ 플레이하면서 아이다 쌍욕 한ᄂ데 이케 어루만져 주고 마지막엔 같이 엔딩 봐서 너무 좋았다ㅠㅠㅜㅜㅜㅠ토템 행쇼 토템  귀여워 정말 좋아ᅲᅮᅮᅮᅮᅲ
728,Monument Valley,와.. 링 미친 게임. 첫 현질인데 전혀 후회하지 않는다
729,Monument Valley,돈 아깝다니 무슨 1100원이면 거의 피시방 1시간 가격이구먼 그렇게 생각하면 전혀 안 아깝다 ㅡㅡ
730,Monument Valley,너무 몽환적이고 재밌어요 그런데 박스 단계 깨고 나서 실행이 안되네요;; ustwogames 화면 나오고 검은 화면만 뜹니다
731,Monument Valley,추가 요청 더 만들어 주세요 추가로 더 살수 있습니다. 업그레이드 부탁해요
732,Monument Valley,"정말  게임은 명작이네요. 챕터가 적어 좀 아쉬웠지만, 퀄리티랑 내용 모두 만족하는 게임입니다."
733,Monument Valley, 예 제가 모뉴먼트 밸리 2가 나왔다는 소식을 들었습니다. 안드로이드 출시가 시급합니다.. 제 통장과 지갑을 뜯어낼 수 있습니다... 제발... 출시... 출시........... ... . .... .
734,Monument Valley,정말 소름 돋는 게임이었습니다... 착시현상이라는 게 이렇게 소름 돋는 거였군요.. 브금도 그렇고 정말 대단합니다!!!
735,Monument Valley,재밌고 좋아요. 처음으로 리뷰 달아보네요 ㅋ 퍼즐게임 좋아하면 괜찮을 듯 ㅋ 그래픽도 훌륭하고 돈 안 아까워요 ㅋ
736,Monument Valley,모뉴먼트밸리 너무 재밌어요!! 근데 업데이트 좀 많이 해주세요 후 다 깨니까 할 게 없네요ᅲᅮᅲᅳ
737,Monument Valley, 색 조합이 너무 좋았고 스토리 있게 잘 만드셔서 재미있게 했습니다. 버전 2도 기대할게요~~^^♡
738,Monument Valley, 진짜 최고의 게임입니다. 모뉴먼트 밸리 2는 언제 할 수 있나요.. ㅜㅜ
739,Monument Valley,너무 재밌어요ㅠ 업데이트 예정은 없나요!! ㅜ 구입할 의사 매우 가득한데ㅠ
740,Monument Valley,환상적입니다 트릭을 하나하나 찾아 넘어갈 때마다 보이는 연출과 스토리가 상당히 매력적인 작품입니다
741,Monument Valley,진짜 이건.. 그저 더 많은 챕터가 추가되길 기다려봅니다 정말 재밌게 플레이했고 추가 결제 역시 돈 아깝지 않네요
742,Monument Valley, 모뉴먼트 밸리 2는 안드로이드에 언제 나오나요 너무너무 기다리는 중이에요 ㅠㅠ 게임 너무 예쁘고 재밌어요
743,Monument Valley,완전 재미있어요! 업데이트가 더 없어서 틈틈이 최기 화해서 다시 하는 아쉬움이 있음ㅜㅜ
744,Monument Valley, 플레이 시간은 짧아도 단돈 1000원에 이런 명작을 한다는 거 자체가 정말 제작자에게 고마워해야 되는 거임. 걱정 말고 사세요
745,Monument Valley, 모뉴 2는 언제 구글 플레이에 올라옵니까 ㅜ ㅜ 계속 기다리고 있어요!!
746,Monument Valley, 제 인생 최고의 게임입니다.. 다외웠어요!!ㅠㅠㅠ 빨리 2 하고 싶어요ㅠㅠㅠ
747,Monument Valley, 힐링 되고 스테이지가 얼마 없다는 거 빼고 너무 맵 색감도 이쁘고 그래픽이 제가 사랑하는 그래픽이라 재밌게 플레이 한 것 같고 한순간에 모뉴먼트 벨리가 인생게임이 되어버렸네요 ~
748,Monument Valley,와 이거 명작이다ㅠ 진짜 돈이 조금만 아쉬울 정도? 맨날 현질하고 나서는 후회했었는데 이건 별로 후회가 안돼요♥ 꾸르잼♥♥
749,Monument Valley,정말 다 좋은데.. 챕터 더 추가해주세요 너무 재밌는데 양이 적네요.. ㅠ
750,Monument Valley, 흠잡을 데 없이 멋진 게임입니다. 벌써 열 번쯤은 재탕한 거 같은데 제발 2편 안드로이드에도 출시해주세요... 제발....
751,Monument Valley, 입체 완전 대박 잘 드셨어요. ㅎㅎ
752,Monument Valley,정말 좋음 역대급으로  여태 해본 모든 폰 게임 중에서 제일 좋았던 것 같다
753,Monument Valley, 하는 내내 어떻게 이런 아이디어를 낼 수 있지라는 생각이 들었어요 그래픽도 좋고 전혀 상상 못 했던 거에서 해답이 나오고 돈이 전혀 아깝지 않아요 2탄은 안 나오나요..?
754,Monument Valley, 따라 한 게임들은 많지만 이 게임처럼 현실에서 존재할 수 없는 기하학을 응용한 게임은 잘 없는 듯. 안드로이드에도 어서 2를 내 주세요.
755,Monument Valley, 전체적 감성적인 느낌도 좋고 브금도 너무 좋아요 과금이 아깝지 않네요 한가지 아쉬운 점은 빨리 끝난다는 게 아쉽네요 새로운 챕터 나오기를 기다리고 있겠습니다 :)
756,Monument Valley, 4000원 넘는 라테 사 먹는 건 안 비쌉니까? Rui young 님 아 생각하고 사세요. 라테는 30분이면 다 먹는 사람들이 그리고 우리나라 사람 대부분이 다 게임에 쓰는 돈이 아깝다고 하는데 이해가 안가네요...
757,Monument Valley,2016.02.16 업데이트 수정 요청 이번 업데이트를 받고 나서 실행이 되지 않습니다 수정 부탁드립니다
758,Monument Valley, 너무 예쁘고 재밌는데 스테이지 좀 적어요.. 좀 더 업데이트해주시면 좋을 것 같아요..
759,Monument Valley,"Hrm... Maker? This Game is Awesome. But To Short Story i Think, Can You Make A Customized Level Editor? Please! Make A Custom Level Editor Maybe It Be Wonderful Game Ever!"
760,Monument Valley,업데이트해주세요 스테이지가 너무 짧네요 스테이지 더 늘려주시면 감사하겠습니다.
761,Monument Valley, 링 좋은데 스테이지가 너무 부족한 거 같아요 저번에 아이다의 꿈 나왔을 땐 추가돼서 좋았는데 그것도 다 깨고 나니깐 적네요 업데이트 때 스테이지 좀 추가해 주세요
762,Monument Valley, 부록 맵까지 약 7000원 정도의 돈이 들어가는데 7000원이 아깝지 않은 게임이에요! 앱스토어에는 시즌 2가 나왔다 들었는데 빨리 안드로이드에도 시즌 2가 나왔으면 좋겠어요😭😭😭
763,Monument Valley,다 좋아요.. 근데.. 챕터 좀 추가해 주세요... 어제 깔았는데 하루 만에 다 끝냈어요...
764,Monument Valley, 진짜 그래픽이  장난이 아니게  좋고 스토리랑  게임 자체가 재밌어요            아쉬운 게 챕터가 너무  짤 바요
765,Monument Valley,너무 이뻐요 근데 매 좀 많았으면... 가격치고 맵이 너무 적어요..
766,Monument Valley,그냥 최고의 게임 진짜 현질 후회 절대 안 함 다만 스테이지가 너무 적으무ㅜㅜㅜㅜㅜ
767,Monument Valley, 진짜 최고네요 어렵지 않고 긴박한 퍼즐 풀이 방식과 몽환적인 그래픽 크지 않은 볼륨이 살짝 걸리기는 하지만 2~3시간 정도 즐기기에는 정말 최고입니다
768,Monument Valley,좋긴 한데.. 이거 4000원 맞나요? 결제를 했는데 결제가 두 번이 되어 8000원으로 결제가 됐어요 잘못되었는지 확인 부탁드립니다..
769,Monument Valley, 게임 자체의 플레이는 좋은데 금액에 비해       스테이지 수가 너무 적다.
770,Monument Valley, 확장판까지 구매해서 다깼어요ㅋㅋ 제작자님 당신은 천재입니다 추후 맵 추가 업데이트하실 의향은 없는지...?
771,Monument Valley, 갓-게임입니다. 꼭 사세요. 웬만한 밥 한 끼 값보다 싼데 가치는 훨씬 이상
772,Monument Valley,모뉴 먼트 벨리는 스토리도 탄탄하고 착시효과를 이용한 게임이라서 긴박하고 재밌게 즐겼네요
